1,2,3
86,108,3
87,92,2
87,99,3
87,105,2
88,89,1
88,93,1
88,94,3
88,95,1
88,99,1
88,101,1
88,103,2
88,107,5
88,108,1
89,92,7
89,93,2
89,95,1
89,100,5
89,101,2
89,103,3
89,105,2
89,108,3
90,91,10
90,96,3
90,97,6
90,98,10
90,100,3
90,103,2
91,97,2
91,98,6
91,99,2
91,100,1
91,103,2
91,105,1
92,93,2
92,94,2
92,101,3
92,103,9
93,94,5
93,99,1
93,100,1
93,102,1
94,95,7
94,96,17
94,99,3
94,101,1
94,102,7
94,103,26
94,105,1
94,106,12
95,96,2
95,99,1
95,101,1
95,103,4
96,99,3
96,101,2
96,103,8
96,105,3
97,98,2
98,99,2
98,100,1
98,103,2
98,105,1
99,101,2
99,104,5
99,105,4
99,108,1
101,102,1
101,103,4
101,105,1
102,105,3
103,105,2
104,108,5
105,106,4
107,108,5
